"REC_NO","COLL_DATE","GRAINSIZE","SOIL_HORIZ","SETTING","RELIEF","VEG","LATITUDE","LONGITUDE","HUC_8","TYPEDESC","SOURCE","STUDY","PH","P_ICP40","C_TOT","C_ORG","Date","P_mgkg","Depth","surface","min_depth","max_depth","max_depth_est"
"ST009179","20030706","","Bk","Outwash plain","","CRP",48.47365,-101.00297,9010005,"SOIL","Soil","",NA,0.065,NA,NA,2003-07-06,650,"subsurface","NA",NA,NA,30
"ST009180","20030529","","Ap","Alluvial fan","","Cropland",48.60674,-103.82189,10110102,"SOIL","Soil","",NA,0.074,NA,NA,2003-05-29,740,"surface","NA",NA,NA,12
"ST009181","20030612","","A/AC","Delta","","Rangeland",48.32696,-100.71169,9010005,"SOIL","Soil","",NA,0.074,NA,NA,2003-06-12,740,"surface","NA",NA,NA,12
"ST009182","20030730","","C","River valley","","CRP",48.39003,-102.75802,10110101,"SOIL","Soil","",NA,0.075,NA,NA,2003-07-30,750,"subsurface","NA",NA,NA,30
"ST009183","20030530","","Ap","Upland","","Cropland",48.90034,-101.2137,9010003,"SOIL","Soil","",NA,0.089,NA,NA,2003-05-30,890,"surface","NA",NA,NA,12
"ST009184","20030506","","Ap","Till plain","","Cropland",48.92042,-102.89395,9010001,"SOIL","Soil","",NA,0.042,NA,NA,2003-05-06,420,"surface","NA",NA,NA,12
"ST009185","20030506","","Ap","Till plain","","Cropland",48.92015,-102.89411,9010001,"SOIL","Soil","",NA,0.054,NA,NA,2003-05-06,540,"surface","NA",NA,NA,12
"ST009186","20030528","","A","Upland","","Native/Rangeland",48.87165,-100.55426,9010003,"SOIL","Soil","",NA,0.077,NA,NA,2003-05-28,770,"surface","NA",NA,NA,12
"ST009187","20030529","","Ap","Till plain","","Cropland",48.61804,-103.69991,10110102,"SOIL","Soil","",NA,0.055,NA,NA,2003-05-29,550,"surface","NA",NA,NA,12
"ST009188","20030529","","Ap","Till plain","","Cultivated",48.84036,-103.55338,9010001,"SOIL","Soil","",NA,0.06,NA,NA,2003-05-29,600,"surface","NA",NA,NA,12
"ST009189","20030730","","Bk","Till plain","","Range",48.25225,-102.91396,10110101,"SOIL","Soil","",NA,0.072,NA,NA,2003-07-30,720,"subsurface","NA",NA,NA,30
"ST009190","20030529","","Bk","Basin","","Native/Rangeland",48.64117,-100.70975,9010003,"SOIL","Soil","",NA,0.064,NA,NA,2003-05-29,640,"subsurface","NA",NA,NA,30
"ST009191","20030530","","Bw","Upland","","Cropland",48.79747,-101.21382,9010003,"SOIL","Soil","",NA,0.053,NA,NA,2003-05-30,530,"subsurface","NA",NA,NA,30
"ST009192","20030716","","Ap","Till plain","","CRP",48.55291,-101.08286,9010005,"SOIL","Soil","",NA,0.067,NA,NA,2003-07-16,670,"surface","NA",NA,NA,12
"ST009193","20030729","","A","Till plain","","Wildlife (CRP)",48.19107,-102.69945,10110101,"SOIL","Soil","",NA,0.096,NA,NA,2003-07-29,960,"surface","NA",NA,NA,12
"ST009194","20030506","","Bw2","Till plain","","Cropland",48.96607,-102.817,9010001,"SOIL","Soil","",NA,0.048,NA,NA,2003-05-06,480,"subsurface","NA",NA,NA,30
"ST009195","20030529","","A","Basin","","Native/Rangeland",48.64117,-100.70975,9010003,"SOIL","Soil","",NA,0.059,NA,NA,2003-05-29,590,"surface","NA",NA,NA,12
"ST009196","20030530","","Bt","Till plain","","Cropland",48.50256,-103.87854,10060006,"SOIL","Soil","",NA,0.052,NA,NA,2003-05-30,520,"subsurface","NA",NA,NA,30
"ST009197","20030729","","Ak","Till plain","","Range",48.06734,-102.50527,10110101,"SOIL","Soil","",NA,0.053,NA,NA,2003-07-29,530,"surface","NA",NA,NA,12
